Time	totMass	NInd	abovemass	belowmass	mean_ares	mean_bres	shannon	meanShannon	NPFT	meanNPFT	Cutted	NNonClonal	NClonal	mean_generation	mean_genet_size	NGenets
1	545.8	0	272.9	272.9	100	90	0	1.02472	52	51.9	0	444	1578	1	0.761273	1648
2	16012.6	0	7784.29	8228.35	100	90	0	1.02472	52	51.9	0	444	1578	1	0.766462	1648
3	73415.4	0	39080.2	34335.2	100	90	0	1.02472	52	51.9	0	444	1578	1	0.769113	1648
4	221303	0	117561	103743	100	90	0	1.02472	52	51.9	0	444	1578	1	0.768093	1648
5	481130	0	254475	226655	100	90	0	1.02472	52	51.9	0	444	1578	1.00157	0.769984	1648
6	810142	716	428165	381977	100	90	2.57257	1.02472	52	51.9	0	444	1578	1.00564	0.77384	1648
7	1.10739e+006	1001	588217	519174	100	90	3.33219	1.02472	52	51.9	0	444	1578	1.01874	0.788068	1648
8	1.32751e+006	1057	709983	617524	100	90	3.47737	1.02472	52	51.9	0	444	1578	1.02885	0.798486	1648
9	1.46772e+006	990	790129	677589	100	90	3.32348	1.02472	52	51.9	0	444	1578	1.04121	0.811111	1648
10	1.56262e+006	926	845143	717481	100	90	3.1747	1.02472	52	51.9	0	444	1578	1.06061	0.829374	1648
11	1.62766e+006	889	884459	743205	100	90	3.13168	1.02472	52	51.9	0	444	1578	1.06339	0.835771	1648
12	1.68571e+006	861	919048	766660	100	90	3.09207	1.02472	52	51.9	0	444	1578	1.07756	0.855464	1648
13	1.72388e+006	841	941912	781970	100	90	3.0852	1.02472	52	51.9	0	444	1578	1.09021	0.870929	1648
14	1.75765e+006	825	962719	794932	100	90	3.07593	1.02472	52	51.9	0	444	1578	1.11523	0.891925	1648
15	1.78086e+006	819	977855	803006	100	90	3.12719	1.02472	52	51.9	0	444	1578	1.12096	0.899873	1648
16	1.80321e+006	799	977546	799973	100	90	3.12432	1.02472	52	51.9	0	444	1578	1.13725	0.906494	1648
17	1.82828e+006	789	978558	800150	100	90	3.15209	1.02472	52	51.9	0	444	1578	1.14689	0.916112	1648
18	1.85638e+006	785	991116	809706	100	90	3.23255	1.02472	52	51.9	0	444	1578	1.13567	0.903096	1648
19	1.8748e+006	783	1.00124e+006	817097	100	90	3.31782	1.02472	52	51.9	0	444	1578	1.13253	0.894376	1648
20	1.87539e+006	772	1.00301e+006	817039	100	90	3.35254	1.02472	52	51.9	0	444	1578	1.13524	0.882845	1648
21	1.8336e+006	774	1.01193e+006	821668	100	90	3.40486	1.02472	52	51.9	0	444	1578	1.13384	0.877637	1648
22	1.82615e+006	768	1.00919e+006	816969	100	90	1.45258	1.02472	52	51.9	0	444	1578	1.05236	0.776523	1648
23	1.84079e+006	756	1.01494e+006	825852	100	90	1.43227	1.02472	52	51.9	0	444	1578	1.05614	0.787621	1648
24	1.85958e+006	745	1.02449e+006	835088	100	90	1.42518	1.02472	52	51.9	0	444	1578	1.05967	0.800454	1648
25	1.8686e+006	734	1.02958e+006	839021	100	90	1.51217	1.02472	52	51.9	0	444	1578	1.06705	0.825915	1648
26	1.88966e+006	730	1.04182e+006	847838	100	90	1.6464	1.02472	52	51.9	0	444	1578	1.07899	0.850757	1648
27	1.91742e+006	1234	1.05705e+006	860365	100	90	2.72309	1.02472	52	51.9	0	444	1578	1.09404	0.866935	1648
28	1.9303e+006	1135	1.06428e+006	866023	100	90	2.80754	1.02472	52	51.9	0	444	1578	1.11155	0.877306	1648
29	1.9487e+006	1051	1.07384e+006	874863	100	90	2.84758	1.02472	52	51.9	0	444	1578	1.12103	0.884458	1648
30	1.43847e+006	1026	546825	891648	100	90	2.30346	1.02472	52	51.9	0	444	1578	1.48876	1.47752	1648
31	1.46385e+006	906	631950	829574	100	90	1.27984	1.02472	52	51.9	0	444	1578	1.15887	0.901088	1648
32	1.10991e+006	799	338070	771064	100	90	1.03191	1.02472	52	51.9	0	444	1578	1.1011	0.83657	1648
33	1.21568e+006	718	463225	750516	100	90	0.570507	1.02472	52	51.9	0	444	1578	1.04591	0.752922	1648
34	1.30645e+006	647	568474	735449	100	90	0.692689	1.02472	52	51.9	0	444	1578	1.06096	0.7745	1648
35	1.29775e+006	701	609443	686284	100	90	1.04327	1.02472	52	51.9	0	444	1578	1.08574	0.804644	1648
36	1.29688e+006	770	641256	655622	100	90	1.42539	1.02472	52	51.9	0	444	1578	1.10323	0.841004	1648
37	1.28564e+006	804	656181	629463	100	90	1.79899	1.02472	52	51.9	0	444	1578	1.11962	0.858138	1648
38	1.22375e+006	977	638818	584930	100	90	2.55606	1.02472	52	51.9	0	444	1578	1.14148	0.864253	1648
39	1.13676e+006	748	603410	533354	100	90	2.58849	1.02472	52	51.9	0	444	1578	1.16419	0.889053	1648
40	1.10605e+006	648	594897	511152	100	90	2.70529	1.02472	52	51.9	0	444	1578	1.1896	0.925862	1648
41	1.05212e+006	547	571388	480736	100	90	2.78114	1.02472	52	51.9	0	444	1578	1.21739	0.954545	1648
42	977457	471	534313	443144	100	90	2.80754	1.02472	52	51.9	0	444	1578	1.23459	0.952607	1648
43	921861	402	506457	415404	100	90	2.74042	1.02472	52	51.9	0	444	1578	1.26923	1	1648
44	894614	376	492944	401669	100	90	2.83021	1.02472	52	51.9	0	444	1578	1.29977	1.03274	1648
45	810937	326	448356	362581	100	90	2.85149	1.02472	52	51.9	0	444	1578	1.2962	1.01027	1648
46	785916	293	428709	343522	100	90	2.85856	1.02472	52	51.9	0	444	1578	1.31269	1.0188	1648
47	715590	256	384564	309309	100	90	2.85626	1.02472	52	51.9	0	444	1578	1.33094	1.03004	1648
48	666003	235	359201	285107	100	90	3.00274	1.02472	52	51.9	0	444	1578	1.31276	0.995146	1648
49	644174	215	348291	274517	100	90	3.08723	1.02472	52	51.9	0	444	1578	1.33803	1	1648
50	621067	197	337501	263751	100	90	3.09324	1.02472	52	51.9	0	444	1578	1.35678	0.977273	1648
51	571188	187	322399	248789	100	90	3.17318	1.02472	52	51.9	0	444	1578	1.35714	0.969325	1648
52	260380	160	40639.9	219740	100	90	0.10692	1.02472	52	51.9	286701	444	1578	1.00583	0.803087	1648
53	485490	148	171909	313581	100	90	0.0688792	1.02472	52	51.9	286701	444	1578	1.00342	0.79749	1648
54	787599	138	338474	449124	100	90	0.0716283	1.02472	52	51.9	286701	444	1578	1.00353	0.794968	1648
55	820788	120	374144	446644	100	90	0.0742225	1.02472	52	51.9	286701	444	1578	1.00403	0.808169	1648
56	829931	109	399244	430687	100	90	0.0838484	1.02472	52	51.9	286701	444	1578	1.00514	0.824705	1648
57	951830	2426	475280	476550	100	90	1.46997	1.02472	52	51.9	286701	444	1578	1.00544	0.813827	1648
58	1.02241e+006	2279	519018	503389	100	90	1.90126	1.02472	52	51.9	286701	444	1578	1.00824	0.810831	1648
59	1.04475e+006	1805	537699	507048	100	90	2.01058	1.02472	52	51.9	286701	444	1578	1.0115	0.798057	1648
60	791994	1476	278670	513324	100	90	2.00637	1.02472	52	51.9	286701	444	1578	1.16268	1.07031	1648
61	893075	1239	391024	498207	100	90	1.2539	1.02472	52	51.9	0	444	1578	1.07611	0.882868	1648
62	1.01151e+006	1070	481952	523571	100	90	1.09168	1.02472	52	51.9	0	444	1578	1.05544	0.860104	1648
63	1.06779e+006	884	532122	529594	100	90	1.03641	1.02472	52	51.9	0	444	1578	1.05423	0.84557	1648
64	1.11908e+006	717	568894	544970	100	90	1.03393	1.02472	52	51.9	0	444	1578	1.05884	0.841681	1648
65	1.17727e+006	694	605932	566611	100	90	1.18554	1.02472	52	51.9	0	444	1578	1.06353	0.836774	1648
66	1.16307e+006	1228	606873	556196	100	90	2.18047	1.02472	52	51.9	0	444	1578	1.05944	0.834921	1648
67	1.16447e+006	1151	614003	550463	100	90	2.39032	1.02472	52	51.9	0	444	1578	1.06765	0.846914	1648
68	1.14197e+006	1010	607391	534583	100	90	2.49982	1.02472	52	51.9	0	444	1578	1.07011	0.831633	1648
69	1.08649e+006	823	583039	503452	100	90	2.55247	1.02472	52	51.9	0	444	1578	1.08117	0.83794	1648
70	1.03665e+006	706	560438	476216	100	90	2.63178	1.02472	52	51.9	0	444	1578	1.08268	0.83965	1648
71	957269	595	519208	438060	100	90	2.69576	1.02472	52	51.9	0	444	1578	1.09864	0.855422	1648
72	922515	528	502092	420422	100	90	2.80327	1.02472	52	51.9	0	444	1578	1.11538	0.865234	1648
73	858249	469	467421	390828	100	90	2.79671	1.02472	52	51.9	0	444	1578	1.134	0.861842	1648
74	806220	420	441811	364408	100	90	2.81734	1.02472	52	51.9	0	444	1578	1.15105	0.879902	1648
75	774218	392	426182	348035	100	90	2.87296	1.02472	52	51.9	0	444	1578	1.15812	0.881266	1648
76	732893	360	397655	323373	100	90	2.90914	1.02472	52	51.9	0	444	1578	1.17633	0.901734	1648
77	683647	321	365784	298141	100	90	2.91418	1.02472	52	51.9	0	444	1578	1.19668	0.904918	1648
78	645180	292	345969	279517	100	90	2.9704	1.02472	52	51.9	0	444	1578	1.20064	0.907063	1648
79	566816	256	304907	244692	100	90	3.07402	1.02472	52	51.9	0	444	1578	1.18251	0.901288	1648
80	514285	227	278937	219819	100	90	3.1235	1.02472	52	51.9	0	444	1578	1.16522	0.88835	1648
81	452298	208	253954	198345	100	90	3.12711	1.02472	52	51.9	0	444	1578	1.17391	0.893617	1648
82	232503	191	43836.9	188666	100	90	0.0937831	1.02472	52	51.9	215333	444	1578	1.00289	0.740871	1648
83	532765	168	212558	320207	100	90	0.0658711	1.02472	52	51.9	215333	444	1578	1.00205	0.74169	1648
84	824559	153	368306	456253	100	90	0.0666602	1.02472	52	51.9	215333	444	1578	1.00207	0.751517	1648
85	800264	139	371124	429140	100	90	0.0708318	1.02472	52	51.9	215333	444	1578	1.00205	0.764465	1648
86	822721	133	404933	417787	100	90	0.0863133	1.02472	52	51.9	215333	444	1578	1.00253	0.767832	1648
87	925839	2914	469519	456320	100	90	1.38848	1.02472	52	51.9	215333	444	1578	1.00297	0.768034	1648
88	1.00243e+006	2466	513506	488921	100	90	1.68136	1.02472	52	51.9	215333	444	1578	1.00418	0.765508	1648
89	1.04918e+006	1945	543203	505972	100	90	1.78264	1.02472	52	51.9	215333	444	1578	1.00574	0.753881	1648
90	780433	1661	276405	504028	100	90	1.88418	1.02472	51	51.9	215333	444	1578	1.11629	0.957524	1648
