Time	Inds	seedlings	seeds	repromass	cover	shootmass	PFT
1	0	15	15	0	0	15	LECIcl3plb
1	0	15	15	0	0	15	LSCAplb
1	0	12	18	0	0	12	LSCIcl1plb
1	0	14	16	0	0	14	LSCIcl2plb
1	0	15	15	0	0	15	LSCIplb
1	0	15	15	0	0	15	LSCTplb
1	0	16	14	0	0	4.8	MECIcl3plb
1	0	17	13	0	0	5.1	MECIcl4plb
1	0	17	12	0	0	5.1	MECTcl3peb
1	0	12	17	0	0	3.6	MEITplb
1	0	16	14	0	0	4.8	MESTcl1plb
1	0	18	12	0	0	5.4	MRITcl3peb
1	0	15	15	0	0	4.5	MSCAcl3plb
1	0	15	15	0	0	4.5	MSCIcl1plb
1	0	18	12	0	0	5.4	MSCIcl3plb
1	0	19	11	0	0	5.7	MSCIplb
1	0	15	15	0	0	4.5	MSCTcl1plb
1	0	11	18	0	0	3.3	MSCTcl2plb
1	0	11	19	0	0	3.3	MSCTcl3plb
1	0	13	17	0	0	3.9	MSIAcl1plb
1	0	18	12	0	0	5.4	MSIIplb
1	0	16	14	0	0	4.8	MSITcl1plb
1	0	13	16	0	0	3.9	MSITcl3plb
1	0	16	14	0	0	4.8	MSITcl4plb
1	0	18	12	0	0	5.4	MSSIcl1plb
1	0	18	12	0	0	5.4	MSSTcl3plb
1	0	15	14	0	0	1.5	SECTpeb
1	0	17	13	0	0	1.7	SEIAcl4peb
1	0	14	16	0	0	1.4	SEITcl3peb
1	0	14	16	0	0	1.4	SEITcl4peb
1	0	17	13	0	0	1.7	SRIAcl1peb
1	0	18	12	0	0	1.8	SRIAcl1plb
1	0	10	20	0	0	1	SRIAcl2plb
1	0	13	17	0	0	1.3	SRIAcl4peb
1	0	19	11	0	0	1.9	SRITcl1plb
1	0	16	14	0	0	1.6	SSCTplb
1	0	15	15	0	0	1.5	SSIAcl4plb
1	0	9	20	0	0	0.9	SSITcl2plb
1	0	13	17	0	0	1.3	SSITcl3plb
1	0	12	18	0	0	1.2	SSITcl4plb
2	0	21	9	0	0.000501186	172.874	LECIcl3plb
2	0	22	8	0	0.000501186	181.867	LSCAplb
2	0	23	7	0	0.000400949	144.499	LSCIcl1plb
2	0	20	10	0	0.000467774	161.748	LSCIcl2plb
2	0	19	11	0	0.000501186	178.867	LSCIplb
2	0	22	8	0	0.000501186	181.866	LSCTplb
2	0	20	9	0	0.000534599	157.875	MECIcl3plb
2	0	22	8	0	0.000568011	178.725	MECIcl4plb
2	0	21	8	0	0.000568011	178.424	MECTcl3peb
2	0	20	9	0	0.000400949	126	MEITplb
2	0	20	9	0	0.000534599	80.9998	MESTcl1plb
2	0	21	9	0	0.000601423	186.299	MRITcl3peb
2	0	22	8	0	0.000501186	158.475	MSCAcl3plb
2	0	24	6	0	0.000501186	159.075	MSCIcl1plb
2	0	26	3	0	0.000601423	190.049	MSCIcl3plb
2	0	26	4	0	0.000634836	210.299	MSCIplb
2	0	19	11	0	0.000501186	157.574	MSCTcl1plb
2	0	20	9	0	0.000367537	117.375	MSCTcl2plb
2	0	22	8	0	0.000367537	117.975	MSCTcl3plb
2	0	22	7	0	0.000434361	126.6	MSIAcl1plb
2	0	24	5	0	0.000601423	177.2	MSIIplb
2	0	21	8	0	0.000534599	156.3	MSITcl1plb
2	0	20	9	0	0.000434361	136	MSITcl3plb
2	0	21	8	0	0.000534599	156.3	MSITcl4plb
2	0	23	7	0	0.000601423	96.8998	MSSIcl1plb
2	0	24	6	0	0.000601423	97.1997	MSSTcl3plb
2	0	22	7	0	0.000501186	162.068	SECTpeb
2	0	23	7	0	0.000568011	172.3	SEIAcl4peb
2	0	18	11	0	0.000467774	141.8	SEITcl3peb
2	0	23	7	0	0.000467774	142.3	SEITcl4peb
2	0	22	8	0	0.000568011	172.2	SRIAcl1peb
2	0	21	9	0	0.000601423	182.1	SRIAcl1plb
2	0	22	8	0	0.000334124	102.2	SRIAcl2plb
2	0	20	10	0	0.000434361	132	SRIAcl4peb
2	0	28	2	0	0.000634836	192.8	SRITcl1plb
2	0	24	6	0	0.000534599	172.926	SSCTplb
2	0	17	13	0	0.000501186	151.7	SSIAcl4plb
2	0	17	12	0	0.000300712	91.6999	SSITcl2plb
2	0	23	6	0	0.000434361	132.3	SSITcl3plb
2	0	21	9	0	0.000400949	122.1	SSITcl4plb
3	0	28	1	0	0.00168733	896.632	LECIcl3plb
